name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxidation_states_1,X_1,thermal_conductivity_1,average_ionic_radius_1,atomic_orbitals_1,s_filling,s_center,s_sigma_c,s_skewness,s_kurtosis,dz2_filling,dz2_center,dz2_sigma_c,dz2_skewness,dz2_kurtosis,dzx_filling,dzx_center,dzx_sigma_c,dzx_skewness,dzx_kurtosis,dzy_filling,dzy_center,dzy_sigma_c,dzy_skewness,dzy_kurtosis,dx2_y2_filling,dx2_y2_center,dx2_y2_sigma_c,dx2_y2_skewness,dx2_y2_kurtosis,dxy_filling,dxy_center,dxy_sigma_c,dxy_skewness,dxy_kurtosis,pz_filling,pz_center,pz_sigma_c,pz_skewness,pz_kurtosis,px_filling,px_center,px_sigma_c,px_skewness,px_kurtosis,py_filling,py_center,py_sigma_c,py_skewness,py_kurtosis,eg_ratio
BaPbCu2O6,4.88800301,0.390221695,0,1,4,2,1.61,1.9,0.872409989,0.650793651,1.036706349,0.650793651,-1.83,-1.54,24.4,1.025,84.6,-0.4,2.766,85.315948,1.18125,-0.6048438,0.806698232,-9.357193196,10.35285643,1.62374313,5.715402592,0.786524596,-2.443929453,3.292496218,-0.425029098,9.48556363,0.920986545,-2.089286044,3.235855436,4.05732319,22.0572055,0.918982417,-2.100460337,3.207916915,4.081340551,22.38527335,0.759277583,-2.453987656,3.279239963,-0.427682466,9.791551105,0.925545382,-2.081224033,3.262249672,4.059762576,22.01679231,0.641137422,0.727400501,4.833950611,1.620732719,5.460477455,0.555597756,0.941307103,6.820864751,1.067544219,2.798946968,0.646829315,0.700353945,4.803071017,1.63714206,5.584073165,0.362694936
LaLiNb2O6,-1.52444299,,0,1,4,5,1.04,1.6,0.780537101,0.650793651,0.822222222,0.650793651,-2.4,-1.84,19,0.99,75.7,0.2,2.592,20.615948,1.1272,-0.9539331,0.993987942,-40.62191629,5.102560865,7.049587684,55.26931684,0.99644031,-9.400522159,5.034641902,-1.377824235,3.454103966,0.343709387,-0.450532845,3.147516257,-1.261923173,3.739394838,0.361325778,-0.509269533,3.161776794,-1.215282094,3.653618215,0.998004595,-9.030773621,5.094433892,-1.436016271,3.513447293,0.323795855,-0.410432319,3.127759243,-1.312890149,3.82735854,0.909531949,-4.357029011,2.400045776,0.370349789,9.362862778,0.996370485,-6.287245461,2.831755804,-6.955480632,66.05064558,0.906816979,-4.335998883,2.431976153,0.4289522,9.182371069,0.458049468
Pb2Rh2O6,1.93264401,,0,1,4,3,2.33,2.28,0.840240352,0.591269841,0.890873016,0.591269841,-1.11,-1.16,30.2,0.99,90,-0.2,2.986,37.015948,1.1295,-1.1593556,0.922431141,-5.179205599,4.932801088,2.205177928,9.424144975,0.504064496,-2.00841624,5.833552804,-0.853450694,3.794234788,0.789960128,-1.747104367,3.52169648,2.214689645,11.81711298,0.776048221,-1.810881774,3.383993046,2.166097554,12.28105985,0.483616561,-2.043103307,5.78895396,-0.899392308,3.800869973,0.802368935,-1.707289986,3.604365887,2.229103551,11.48063066,0.774502862,-0.77123782,4.460147953,1.526461058,5.835500166,0.601542738,-0.737997974,6.603463833,0.997503383,2.760222269,0.768180574,-0.799440141,4.411197094,1.506547847,5.778753999,0.312976461
Ca2Pt2O6,3.06661101,,0,1,4,2,1,2.28,0.821819019,0.638888889,0.904761905,0.638888889,-2.44,-1.16,24.4,0.99,77.4,-0.4,2.72,54.415948,1.145,-0.583361,0.966338608,-38.22504549,9.243215706,4.165300035,18.68013389,0.574928515,-2.997097111,6.211171696,-0.716802657,3.010758044,0.830052234,-3.02095247,2.580745544,0.122570451,2.156255675,0.817586437,-3.007909429,2.599992828,0.151676922,2.198712793,0.536874147,-2.970220365,6.200425749,-0.741480691,2.991388626,0.841068252,-3.026119732,2.572990953,0.114568308,2.179169165,0.886805133,-2.138932321,2.337762579,0.171343736,6.107031598,0.68173595,-3.209734831,4.562275996,0.633383855,1.937804643,0.881787057,-2.103093549,2.38740686,0.254988416,5.985182603,0.332846763
BaCaY2O6,4.94288001,0.487395695,0,1,4,3,0.945,1.22,0.791652157,0.825396825,1.043650794,0.825396825,-2.495,-2.22,20.2,1.115,68.6,-0.2,2.497,25.215948,1.227,-0.8882798,0.935447942,-29.70078753,10.05277394,3.614069796,16.45448776,0.947693602,-4.022972796,5.225669117,-1.536400001,4.033618053,0.379979476,2.925149947,3.981580309,-0.451044833,1.736745127,0.364817479,2.963486964,3.876260296,-0.528983118,1.840400921,0.929833558,-3.777736482,5.240937443,-1.605757123,4.090424947,0.428104154,2.544473427,4.020677288,-0.277889468,1.617984323,0.721755042,-0.613451609,1.904204234,1.242411121,12.54127679,0.842896278,-1.368425691,2.485585493,-5.928083742,56.3415555,0.716944394,-0.606907153,1.901492322,1.196263091,12.34820601,0.675401328
BaTlSc2O6,5.43469001,,0,1,3,3,1.255,1.36,0.880586941,0.702380952,1.120039683,0.702380952,-2.185,-2.08,22.7,1.085,73.6,-0.3,2.587,9.615948,1.21525,-0.5945115,0.818511399,-10.84740139,7.833156283,1.273412413,5.895005082,0.258581557,4.987744111,6.371588694,-1.753744864,5.637247393,0.09355979,5.293844057,2.625971099,-2.172826241,8.032209282,0.0942028,5.289463578,2.621211194,-2.192207253,8.042887561,0.266475875,4.963535694,6.358667692,-1.763175105,5.661060771,0.094220828,5.291364497,2.622605661,-2.185131451,8.065459148,0.661856189,0.27517204,3.304696242,1.409795847,4.905077573,0.82589379,-0.326146098,3.58116275,2.003986522,5.741313879,0.654896322,0.32563828,3.373019505,1.403165647,4.760387054,0.686637556
LaTlCu2O6,4.88300901,0.363146695,0,1,4,2,1.36,1.9,0.854052409,0.650793651,0.993849206,0.650793651,-2.08,-1.54,24.4,1.015,86.1,-0.4,2.716,85.915948,1.17045,-0.5989537,0.851424712,-16.44827242,4.334170619,2.124732787,17.25908169,0.791385309,-2.88082699,3.402164596,-1.312849145,7.216630861,0.980713537,-2.916191228,1.56287077,0.201924729,5.171453146,0.980635273,-2.91266885,1.571704574,0.249401998,5.330412131,0.76360452,-2.880920014,3.395791449,-1.33688479,7.205934077,0.983185775,-2.920774029,1.551483726,0.137942861,4.940208564,0.871444251,-1.597389846,2.267625222,-0.142476306,9.721227618,0.735813704,-2.852828256,2.946923093,0.314195905,2.259170062,0.874097763,-1.663277507,2.152995628,-0.501043604,10.45217384,0.356554251
BaBiMo2O6,-2.82471299,,4.38,1,5,4,1.455,2.16,0.876499683,0.615079365,1.001984127,0.615079365,-1.985,-1.28,27.1,1.025,81.9,0.1,2.787,30.415948,1.1635,-1.0242916,0.909878293,-16.03750343,8.17081177,2.144154875,8.194055461,0.323857331,-0.183548389,6.796732306,-1.25588176,3.941855204,0.49299989,-0.881234862,2.82408025,-1.025306677,4.172597507,0.493917968,-0.881967722,2.820651382,-1.044613175,4.109153542,0.342419667,-0.177005529,6.782455778,-1.274211557,3.949511943,0.492539132,-0.886985178,2.817508024,-1.036829914,4.20414176,0.804567049,-2.974741677,3.451666471,1.111060366,4.846501219,0.790887945,-3.732877464,4.546805429,1.308176491,3.185034568,0.795103432,-2.910552872,3.528671197,1.107031626,4.64147926,0.337013671
LaPbY2O6,3.95601201,,0,1,5,3,1.715,1.22,0.740079478,0.825396825,0.910515873,0.825396825,-1.725,-2.22,26.5,1.095,77.1,-0.1,2.651,8.215948,1.19345,-0.911184,0.893592497,-15.45374316,9.002328998,1.820747193,6.606462454,0.953471217,-4.288061975,5.377088279,-1.410993152,3.804852365,0.086630397,6.942034593,3.125812842,-2.255394639,7.76810052,0.088252047,6.893747531,3.149455693,-2.202044039,7.551749808,0.943874694,-4.041005155,5.393627766,-1.489495474,3.822941087,0.086616391,6.934875683,3.098832929,-2.31825253,7.976678851,0.674131342,0.171562349,3.216158385,1.129634733,4.556314634,0.86697983,-1.4668744,2.680956694,-5.370392233,47.95523122,0.665269136,0.228181463,3.272655569,1.106979137,4.349400576,0.680791533
BaScCu2O6,4.98649801,,0,1,5,2,1.125,1.9,0.832040311,0.650793651,0.942460317,0.650793651,-2.315,-1.54,18.3,1.005,78.3,-0.3,2.669,83.415948,1.1575,-0.5847729,0.58016038,-8.938768588,4.798715506,1.195497258,16.05427551,0.780446221,-2.75946259,3.374081688,-1.273711365,7.233323647,0.968184138,-2.774229202,1.587832588,0.800337397,8.52575301,0.965811107,-2.767226686,1.610946433,0.948741544,9.36101521,0.740786021,-2.759881135,3.367427738,-1.298404644,7.22465584,0.972549143,-2.777275522,1.578737123,0.744573003,8.214974142,0.771716622,-0.828882337,2.996210919,1.134249851,7.0959267,0.698906066,-2.512578617,3.136696277,0.665227064,3.624498513,0.771919433,-0.85609734,2.954102065,1.114175666,7.271878872,0.354158886
Ag2Cu2O6,4.77270301,,0,1,2,2,1.93,1.9,0.797761497,0.650793651,0.862433862,0.650793651,-1.51,-1.54,20,0.95,89.2,-0.6,2.83,166.015948,1.137333333,-1.2018464,0.154848837,4.195849896,3.703530025,-2.150443271,9.406366216,0.785398043,-2.881128529,3.509436254,-1.226336755,6.84149442,0.972309738,-2.89275448,1.520524593,0.458168692,4.372869898,0.96953416,-2.892214025,1.52099214,0.445971311,4.184305969,0.744913939,-2.885628137,3.4969431,-1.265948439,6.831232554,0.976207905,-2.888344002,1.540549193,0.663013473,6.12223093,0.727739652,-0.94628876,2.701434035,1.182502939,6.859727626,0.711199171,-2.536545286,3.322568719,0.91863479,4.445562937,0.719048543,-0.752475089,3.042511149,1.438619823,6.686579425,0.355455275
Ba2Pb2O6,4.64771001,1.583882695,0,1,4,2,0.89,2.33,0.816177817,0.890873016,1.182539683,0.890873016,-2.55,-1.11,32.4,1.15,79.8,-0.4,2.708,10.615948,1.2785,-0.618048,0.780773065,-17.45125378,14.67378953,1.288518908,2.714751326,0.976299257,-14.21960759,4.179910159,2.924468535,12.71676071,0.983766155,-14.5050845,3.619019637,5.673877356,36.6484014,0.986683429,-14.57867665,3.353040395,5.937657939,40.58603195,0.980109293,-14.21066573,4.227359503,3.010294546,13.54763268,0.979841467,-14.3968299,4.002141536,5.38071658,32.66600806,0.708597702,0.561216453,3.925908924,1.483871681,5.052793663,0.584006614,0.484269515,5.776459153,0.315906869,2.869269959,0.694136281,0.682597519,4.093316524,1.477203303,4.852596533,0.40528932
Ca2Os2O6,1.25627001,-2.687064305,0,1,4,4,1,2.2,0.877939097,0.534126984,0.904761905,0.534126984,-2.44,-1.24,24,0.98,76.4,0,2.704,57.615948,1.1186,-0.5893972,0.964334885,-39.70227936,9.498198071,4.038879039,17.63747697,0.510305847,-4.285744551,7.037281925,-0.749543284,2.673769941,0.697196984,-2.229496732,3.074598079,-0.611303868,2.431281733,0.676813593,-2.213555585,3.09275098,-0.586055109,2.417663811,0.520514955,-3.857784698,7.259531504,-0.696233842,2.616147134,0.709352411,-2.247268606,3.053880634,-0.641864031,2.439758394,0.900847342,-3.748930632,2.763530668,0.643176538,4.573692309,0.859772784,-5.741403177,3.860378317,1.571894873,4.70902873,0.895493696,-3.746764227,2.764144227,0.638809322,4.54401069,0.307103234
Ba2Rh2O6,2.15288201,,0,1,4,3,0.89,2.28,0.969847206,0.591269841,1.182539683,0.591269841,-2.55,-1.16,25,1.06,76.4,-0.2,2.698,33.615948,1.203,-1.1117116,0.954770942,-23.5999208,7.373594137,3.559257107,14.16546117,0.533930514,-2.037940977,5.290494921,-1.036128274,4.127556384,0.808701585,-2.166356056,2.25073997,-0.041756737,4.159652711,0.793795846,-2.158432126,2.264457863,-0.007392426,4.1934513,0.501238701,-2.043998109,5.27246825,-1.062955919,4.12897114,0.818745682,-2.160601161,2.264141928,0.012453342,4.357259732,0.886941931,-1.745134903,2.557177816,0.737230865,8.57531228,0.680508112,-2.515064835,4.028860441,0.780306544,2.351857789,0.874029183,-1.69209446,2.622846308,0.763951553,7.988642427,0.320340682
La2Mn2O6,3.34878201,1.160487695,3.9,2,6,2,1.1,1.55,0.901144293,0.514550265,0.93015873,0.514550265,-2.34,-1.89,21.2,1.03,79.2,-0.2,2.594,4.175948,1.120066667,-0.587491,0.995724632,-31.86193685,5.276506446,5.071460814,28.30215849,0.564094766,-1.589896308,4.935428317,-1.011758773,4.61410731,0.560695456,-1.025662559,4.129031639,-0.017519623,1.596459162,0.561996825,-1.037771713,4.1283419,-0.011768803,1.598285388,0.545383302,-1.471922294,5.016258272,-0.952836698,4.470657998,0.556800741,-0.995401424,4.136667249,-0.027459926,1.591247622,0.925700135,-3.144319337,2.524789782,0.233485252,10.31474697,0.864239889,-4.079850311,3.143300877,-1.308696995,32.82972018,0.912411325,-3.058778408,2.621006463,0.324232986,9.289797137,0.379694802
La2Ti2O6,-1.54348399,-1.422107305,0,1,6,4,1.1,1.54,0.814372703,0.675925926,0.93015873,0.675925926,-2.34,-1.9,20.6,1.03,77.4,0.2,2.592,7.015948,1.160733333,-0.582685,0.999348375,-33.18006988,4.521817921,5.590410156,33.37717278,0.989976013,-8.246770483,4.674036987,-1.837524074,5.210158634,0.439266672,-1.052109729,2.889913356,-1.535937798,4.990978943,0.47238388,-1.134570518,2.913479315,-1.463194204,4.829650088,0.993383719,-7.941566219,4.669195065,-1.928622073,5.410271572,0.414536576,-0.973289487,2.882159344,-1.575970314,5.084449036,0.967878179,-5.172383297,1.929656976,-0.997692005,22.34656204,0.994871824,-6.137869461,2.358807732,-8.534684922,104.8811046,0.970681749,-5.197318328,1.89632743,-1.140396134,23.66423373,0.456978055
Li2Cu2O6,4.33203101,,0,1,2,2,0.98,1.9,0.734303196,0.650793651,0.714285714,0.650793651,-2.46,-1.54,11.2,0.92,77.4,-0.6,2.64,97.015948,1.1,-0.5783364,0.867342535,-36.83786704,18.49172162,2.097993869,5.444244038,0.747504478,-2.715035459,4.014609712,-0.502562674,6.524302152,0.899865467,-2.703771165,2.196738233,2.715387723,21.30380867,0.899724653,-2.731272567,2.082207758,2.246913277,18.06527412,0.720922233,-2.747249701,3.951953455,-0.633802602,6.451670779,0.899876836,-2.676277853,2.307952231,3.06300077,23.35436623,0.5975331,0.311316246,4.239725579,1.718866312,5.675129457,0.628405318,-1.079046047,5.494559542,1.515162574,5.035744535,0.595633728,0.406728481,4.402777169,1.74801562,5.747613468,0.364849862
LaPbCu2O6,4.85636401,0.243204695,0,1,5,2,1.715,1.9,0.818357115,0.650793651,0.910515873,0.650793651,-1.725,-1.54,24.5,1.005,86.5,-0.3,2.787,84.815948,1.14945,-0.6061704,0.826997245,-12.9370764,10.63141439,1.139847449,4.684761225,0.777018972,-2.699442685,3.518153942,-0.751198562,7.745031818,0.955122448,-2.759414914,1.863074065,2.153616719,19.58822821,0.95299972,-2.763464354,1.847599979,2.08213698,19.22463341,0.74844721,-2.732288213,3.451942432,-0.932848251,7.692847861,0.961079007,-2.764578547,1.839045912,1.997265524,18.31603828,0.716877585,-0.214238001,4.11471782,1.283246169,5.398042047,0.658410974,-1.633586417,4.608226464,1.385627565,4.885986624,0.721422115,-0.265691224,4.017043219,1.217624372,5.2524043,0.357752589
LaScCu2O6,4.87067001,0.402324695,0,1,6,2,1.23,1.9,0.777987437,0.650793651,0.816269841,0.650793651,-2.21,-1.54,18.4,0.985,80.2,-0.2,2.69,82.915948,1.1257,-0.5860995,0.952089212,-17.32103291,4.591379944,1.693340858,17.85964907,0.779439954,-3.017628503,3.634068533,-1.347098694,6.861576138,0.994157384,-3.070265398,1.620827642,-0.27533133,4.012343099,0.994426629,-3.06875331,1.6241012,-0.260643103,4.01976237,0.746159066,-3.018636323,3.626298353,-1.371750176,6.859155739,0.993895223,-3.072241885,1.616903274,-0.291192088,4.018088738,0.930253916,-2.396905553,2.100587614,-0.936765684,10.33637486,0.759545169,-3.33977216,3.074621349,0.331791282,2.164371346,0.921378345,-2.387195132,2.111695684,-0.905521335,10.20565912,0.350703441
LaBiSc2O6,4.14310201,,0,1,6,3,1.56,1.36,0.779136073,0.702380952,0.875793651,0.702380952,-1.88,-2.08,23,1.035,76.4,0,2.648,5.315948,1.1537,-0.609949,0.987935022,-20.42102368,4.61165532,3.382687859,16.79664206,0.983135948,-5.564734725,5.559990885,-1.314346784,3.317900623,0.138899755,4.036458524,3.160782271,-1.937791026,6.214882648,0.140069243,3.966816406,3.169694172,-1.913439274,6.108201885,0.987730397,-5.321462912,5.582784736,-1.377780706,3.357787047,0.127918353,4.193723775,3.102796983,-2.035514974,6.647619749,0.797234721,-1.187276954,2.843459805,0.85019632,4.799375049,0.97798407,-2.391125937,1.363802069,1.517416053,19.0921532,0.800059925,-1.125046901,2.923791774,0.880741398,4.621611072,0.691979249
BaCaTi2O6,3.94115401,1.162966695,0,1,4,4,0.945,1.54,0.862257283,0.675925926,1.043650794,0.675925926,-2.495,-1.9,16.8,1.035,73.8,0,2.561,26.215948,1.189333333,-0.5822762,0.99124456,-31.872693,5.60079687,5.175863492,29.27684486,0.389552008,0.01573226,5.570259129,-1.418255116,4.860635152,0.149470086,1.525556981,2.349157755,-1.720831068,5.967254535,0.147610701,1.539644051,2.360998174,-1.684977332,5.887691858,0.426485716,0.052585331,5.727196251,-1.295704985,4.546145054,0.147377483,1.522824945,2.343407423,-1.738656365,6.023992657,0.884979158,-2.098024126,2.187401039,-0.182205048,11.31540678,0.928837945,-3.341017029,3.088745192,-2.730175471,40.64748354,0.887880719,-2.062042442,2.245452897,-0.024642364,10.81183178,0.581387545
LaBiCu2O6,4.82509201,,0,1,6,2,1.56,1.9,0.803484076,0.650793651,0.875793651,0.650793651,-1.88,-1.54,24.6,0.985,87,-0.2,2.756,82.115948,1.1407,-0.6130646,0.99439177,-19.81812963,4.088995252,3.182646079,17.90719695,0.787694472,-2.820197472,3.387492406,-1.42050504,7.606933861,0.993936674,-2.879466408,1.53095099,-0.270150619,4.865348795,0.99450996,-2.876942442,1.536396926,-0.242026234,4.904770216,0.761010703,-2.820619137,3.380919877,-1.44535747,7.602000059,0.993905145,-2.881370664,1.52787314,-0.277915563,4.92285643,0.909062034,-1.948203148,2.372457472,-0.320635055,8.122614558,0.763815207,-3.093649851,2.918835645,0.312643498,2.186972195,0.90282768,-1.938417771,2.384212831,-0.281961607,8.098270986,0.353010945
K2Mo2O6,-0.58789099,-63.34430431,4.38,1,2,4,0.82,2.16,0.965973883,0.615079365,1.206349206,0.615079365,-2.62,-1.28,17,1.09,73.8,-0.2,2.66,47.815948,1.215,-0.987545,0.938111669,-26.47743744,9.010973639,3.367391204,12.56531244,0.377193448,-0.659411135,7.366122218,-0.963018315,3.093107383,0.411723207,-0.678663942,2.906912587,-0.782389096,2.936729845,0.428189489,-0.672470528,2.913382286,-0.778997695,2.874028972,0.399667756,-0.671883799,7.341621128,-0.983783843,3.0958113,0.388728441,-0.678835661,2.909386571,-0.762533734,3.037690998,0.824707787,-2.403523586,3.16732071,1.541033746,6.919505128,0.761500979,-3.027662246,4.903732319,1.122599146,2.786914472,0.822060247,-2.389851426,3.173154242,1.50490538,6.684146664,0.42465515
LaTlNi2O6,4.24990301,0.231928695,6.2,2,4,2,1.36,1.91,0.888214506,0.587301587,0.993849206,0.587301587,-2.08,-1.53,24.2,1.015,85.1,-0.4,2.718,24.115948,1.15445,-0.6066953,0.713870513,-11.1414169,11.23665397,0.639954175,4.299621835,0.548922334,-1.716339637,5.175277602,-0.466038642,3.696518854,0.948945828,-3.582257047,3.54099988,3.521944211,18.3741934,0.954074439,-3.698649385,3.227168193,3.562945363,20.11924317,0.559512453,-1.779471525,5.088668073,-0.566700379,3.613387065,0.946281209,-3.47599749,3.801169007,3.428776236,16.74998492,0.686399849,0.184690785,4.564807348,1.274618329,4.870919171,0.657561824,-0.444665462,6.079043697,1.408306844,4.18515501,0.689984985,0.1709689,4.53360635,1.247574396,4.764142323,0.288181693
LaCaMn2O6,3.66399601,,3.9,2,5,2,1.05,1.55,0.895215712,0.514550265,0.917460317,0.514550265,-2.39,-1.89,17.5,1.015,77.5,-0.3,2.584,22.875948,1.116866667,-0.5884088,0.968698092,-33.3820012,8.67386405,3.916485291,17.04564813,0.426516948,-0.008903376,5.171458498,-1.069697681,4.430294495,0.537987635,-0.53811303,4.150639236,-0.041240978,1.589761476,0.536092823,-0.534623417,4.15284977,-0.041540017,1.587482197,0.413106154,-0.009100614,5.163970422,-1.082078507,4.431423711,0.540198774,-0.548932853,4.142360594,-0.043945381,1.585208864,0.845037117,-1.627765516,2.981737835,0.739773825,7.471493264,0.764158021,-2.663817282,3.884003423,-0.598562255,19.48639807,0.850082101,-1.656378631,2.935438294,0.691047049,7.631040535,0.35993288
Ba2Os2O6,0.25521601,,0,1,4,4,0.89,2.2,1.005971882,0.534126984,1.182539683,0.534126984,-2.55,-1.24,31.2,1.05,76,0,2.682,21.215948,1.1886,-0.5849084,0.956965246,-25.07976985,7.212965966,3.624483914,14.67612843,0.385306494,-1.793033243,6.630239805,-0.99755708,3.374781512,0.715895887,-2.044387327,2.760144236,-0.612956524,3.402438608,0.689655551,-2.031490707,2.776569608,-0.585373221,3.372290954,0.402968522,-1.737495757,6.625580974,-1.020709568,3.367101404,0.732119691,-2.047668036,2.755996219,-0.615376477,3.448011238,0.896253491,-3.115481289,2.822257393,0.71997163,6.370726363,0.733052477,-3.814640308,4.886863415,0.957791299,2.351145643,0.883782898,-3.068120169,2.870538642,0.714727346,6.012973263,0.291274439
BaBiCu2O6,4.88113901,2.065174695,0,1,5,2,1.455,1.9,0.85753695,0.650793651,1.001984127,0.650793651,-1.985,-1.54,24.5,1.005,85.1,-0.3,2.735,82.615948,1.1725,-0.611738,0.974743869,-15.68715612,4.690906816,3.164784584,15.60204603,0.783025661,-2.571667628,3.210534449,-1.111540803,8.152308627,0.956674922,-2.610597525,1.580938421,1.429248798,13.778307,0.95680757,-2.614291965,1.5659788,1.321092775,13.09335515,0.749845761,-2.584893657,3.179053766,-1.222859771,8.100039858,0.961555535,-2.605537519,1.601028375,1.561133356,14.53941055,0.728260739,-0.509575809,3.165802203,1.165836907,6.98287418,0.665369379,-1.781048632,3.879361514,1.274548705,4.809815473,0.725266554,-0.434048776,3.278263732,1.205752679,6.616117662,0.357550402
K2Ta2O6,1.59760301,-0.250439305,0,1,2,5,0.82,1.5,0.945075409,0.650793651,1.206349206,0.650793651,-2.62,-1.94,23.2,1.09,73,0,2.528,31.415948,1.224,-0.575543,0.934890453,-25.58080793,9.225921885,3.27268277,11.91614449,0.470562273,-0.314443875,8.592821331,-0.673215849,2.304451624,0.244285043,1.718377065,3.431582589,-0.971544258,2.986874492,0.237589251,1.733550348,3.447830483,-0.94876555,2.959445252,0.441760863,0.776940559,8.754711198,-0.768942203,2.418853084,0.243753415,1.710273985,3.421963751,-0.984221627,3.019044063,0.806192009,-1.171036558,3.526688332,1.469543002,5.28539718,0.833864156,-2.374719432,4.97264753,1.581562706,4.124977245,0.811932589,-1.166413206,3.5201789,1.445176426,5.17301017,0.573785208
